id,semantic tag,etymon id,language,part of speech,word (source spelling),word (practical orthography),word (ipa),english definition,spanish definition,source,page number,full original entry,alternate forms,other,editors
CHTMISC1,PW_SA,,Ch'olti',noun,zuz,sus,,sand,arena,CCM,81,arena; zuz; gi,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN1702,PW_SA,KAUETYMON736,Ch'olti',noun,gi,ji,,sand,arena,CCM,81,arena; zuz; gi,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC2,EM_SS,,Ch'olti',noun,music,musik,,soul,anima; alma,CCM,81,alma; anima; music,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN3430,AN_IN,KAUETYMON1294,Ch'olti',noun,am,am,,spider,araña,CCM,81,araña; am,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUMISC8269,TI_YD,KAUETYMON785,Ch'olti',adverb,a£bihi,akb'ihi,,yesterday,ayer,CCM,81,ayer; a£bihi; acbihi,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUMISC8269,TI_YD,KAUETYMON785,Ch'olti',adverb,acbihi,akb'ihi,,yesterday,ayer,CCM,81,ayer; a£bihi; acbihi,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUV2028,SP_PS,KAUETYMON2560,Ch'olti',transitive verb,vaines,waynes,,numb,adormecer,CCM,81,adormeser; vaines l. ;vanes,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUV2028,SP_PS,KAUETYMON2560,Ch'olti',transitive verb,vanes,wanes,,numb,adormecer,CCM,81,adormeser; vaines l. ;vanes,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC3,PA_TO,,Ch'olti',noun,vcalh,ukalh,,fan,abanico,CCM,81,abanico; vcalh; pictalca Vut,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC4,PA_TO,,Ch'olti',noun,pictalca,piktalka wut,,fan,abanico,CCM,81,abanico; vcalh; pictalca Vut,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN3275,AN_BE,KAUETYMON1249,Ch'olti',noun,xux,xux,,honeycomb wasp,avispa panal,CCM,81,abispas; xux,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC5,PT_SG,,Ch'olti',transitive verb,tzala,tzala,,to snatch,arrebatar,CCM,81,arebatar; tzala; carçel; tzalante,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC6,PT_SG,,Ch'olti',transitive verb,tzalante,tzalante',,to snatch,arrebatar,CCM,81,arebatar; tzala; carçel; tzalante,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC7,SP_HV,,Ch'olti',transitive verb,tzecles,tzekles,,to reduce in size,achicar; disminuir; apocar,CCM,81,achicar; disminuir; tzecles; disminuir; apocar,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN3430,AN_IN,KAUETYMON1294,Ch'olti',noun,zinam,sinam,,spider,araña,CCM,81,alacran; zinam,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN2700,AN_BI,KAUETYMON1072,Ch'olti',noun,tzunum tub,tz'unum tub',,harrier,aguilucho,CCM,81,aguila; tzunum tub;coht; idem,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN2715,AN_BI,KAUETYMON1075,Ch'olti',noun,coht,koht,,eagle,águila,CCM,81,aguila; tzunum tub;coht; idem,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC8,MO_MO,,Ch'olti',transitive verb,zucbin,sukb'in,,to set something down; to calm,asentar alguna cosa; sosegar el corazón,CCM,81,asentar alguna cosa; sosegar el corason tambien; zucbin; sosegar el corason tambien,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC2258,EM_CA,,Ch'olti',(in)transitive verb,yalez,ya’les,,to torment,atormentar,CCM,81,yalez; yalavel; veruo neutro,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC2259,EM_CA,,Ch'olti',(in)transitive verb,yalavel,ya’lawel,,to torment,atormentar,CCM,81,yalez; yalavel; veruo neutro,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC9,AN_BE,,Ch'olti',noun,yalquijl,yalkijl,,bee,abeja,CCM,81,abeja; yalquijl,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC10,AV_PN,,Ch'olti',noun,yocote,yokote,,hoe,asadonsillo,CCM,81,asadonsillo; yocote,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC11,TI_NO,,Ch'olti',adverb,yual,yual,,here and now,actualidad,CCM,81,actualidad; yual,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN3294,SP_ST,KAUETYMON1255,Ch'olti',noun,chab,chab',,"sugar, sweets","azúcar, dulces",CCM,81,asucar; i todo dulse castilan; chab; ochab,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC12,FD_SS,,Ch'olti',noun,ochab,ochab',,sugar; anything sweet,azucar; y todo dulce castilan,CCM,81,asucar; i todo dulse castilan; chab; ochab,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUA471,SP_ST,KAUETYMON2519,Ch'olti',adjective,chichil,chichil,,sweet,dulce,CCM,81,asucar; i todo dulse castilan; chichil,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN2053,PW_AI,KAUETYMON869,Ch'olti',noun,Yhcal,ihk'al,,wind air,"aire, viento",CCM,81,aire; Yhcal; la distinion en sus letras,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUA160,SP_YL,KAUETYMON193,Ch'olti',adjective,can,k'an,,yellow,amarillo,CCM,81,amarillo; can; canlavel; amarillear,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUA160,SP_YL,KAUETYMON193,Ch'olti',adjective,canlavel,k'anlawel,,yellow,amarillo,CCM,81,amarillo; can; canlavel; amarillear,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC13,PA_SH,,Ch'olti',transitive verb,cahtez,kahtes,,to beat down,abatir,CCM,81,abatir; cahtez,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC14,MT_RM,,Ch'olti',transitive verb,cahal,kahal,,to remember,acordar,CCM,81,acordarse; cahal; cahpez; cahpael; cahpez,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC15,MT_RM,,Ch'olti',transitive verb,cahpez,kahpes,,to remember,acordar,CCM,81,acordarse; cahal; cahpez; cahpael; cahpez,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC16,MT_RM,,Ch'olti',(in)transitive verb,cahpael,kahpael,,to remember,acordar,CCM,81,acordarse; cahal; cahpez; cahpael; cahpez,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUMISC2923,SO_CU,KAUETYMON281,Ch'olti',transitive verb,cayez,kayes,,accustom,acostumbrar,CCM,81,acostumbrar; cayez,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC17,PA_MA,,Ch'olti',transitive positional,çatbu,satbu,,to lay something across,atravesar; atravesado zampulin,CCM,81,atrabesar; çatbu; catchoqui; catal atrabesado zampulin,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC18,PA_MA,,Ch'olti',transitive positional,catchoqui,satchoki,,to lay something across,atravesar; atravesado zampulin,CCM,81,atrabesar; çatbu; catchoqui; catal atrabesado zampulin,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUMISC16079,SR_CS,KAUETYMON1723,Ch'olti',stative positional,catal,satal,,crossed,atravesado,CCM,81,atrabesar; çatbu; catchoqui; catal atrabesado zampulin,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC19,MT_FI,,Ch'olti',transitive verb,capez,kapes,,to finish,acabar,CCM,81,acabar; capez; capael; acabar de aser alguna cosa,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC20,MT_FI,,Ch'olti',transitive verb,capael,kapael,,to finish doing something,acabar de hacer alguna cosa,CCM,81,acabar; capez; capael; acabar de aser alguna cosa,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC21,MT_WI,,Ch'olti',adjective,çac utz ,sak utz,,able; skillful,hábil,CCM,81,abil; çac utz; tzantzan u-pusical,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC22,MT_WI,,Ch'olti',adjective,tzantzan u-pusical,tzantzan u-pusik'al,,able; skillful,hábil,CCM,81,abil; çac utz; tzantzan u-pusical,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC23,PW_RA,,Ch'olti',noun,tza tzat ha,tza tzat ha',,downpour,aguacero recio,CCM,81,aguasero resio; tza tzat ha,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC24,PA_BI,,Ch'olti',transitive verb,cacha cachpael,kacha kachpael,,to tie,atar; amarrar,CCM,81,atar; cacha; amarrar; cachpael,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUV2479,TI_YD,KAUETYMON2999,Ch'olti',adverb,chahbi,chahb'i,,the day before yesterday,antier,CCM,81,antier; chahbi,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC25,PA_SH,,Ch'olti',transitive verb,hatzpael hatza,"hatzpael, hatza",,to beat,aporrear,CCM,82,aporrear; hatzpael nº hatza,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC26,MO_PU,,Ch'olti',transitive verb,ahnez,ahnes,,to chase; to make someone run,aser correr,CCM,82,aser correr; ahnez,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC27,PA_SH,,Ch'olti',transitive verb,lapael,lapael,,to beat; to whip,azotar,CCM,82,asotar; lapael hatza; de hatzpael nº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC28,PA_SH,,Ch'olti',transitive verb,hatza,hatza,,to beat; to whip,azotar,CCM,82,asotar; lapael hatza; de hatzpael nº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC29,PA_SH,,Ch'olti',transitive verb,hatzpael,hatzpael,,to beat; to whip,azotar,CCM,82,asotar; lapael hatza; de hatzpael nº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUV590,MO_TU,KAUETYMON931,Ch'olti',intransitive verb,tapael,tapael,,to turn off,apagar,CCM,82,apagar; tapael,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC30,PA_MA,,Ch'olti',noun,quiui,k'iwi,,annatto,achiote,CCM,82,achiote; quiui,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN2259,PW_WA,KAUETYMON976,Ch'olti',noun,ha,ha',,water,agua,CCM,82,agua; ha; fria; sis; caliente; ticau; tibia; quimuzan; tibia,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC31,PW_WA,,Ch'olti',noun,sis,sis,,water,"agua; fría, caliente, tibia, tibia",CCM,82,agua; ha; fria; sis; caliente; ticau; tibia; quimuzan; tibia,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC32,PW_WA,,Ch'olti',noun,ticau,tikaw,,water,"agua; fría, caliente, tibia, tibia",CCM,82,agua; ha; fria; sis; caliente; ticau; tibia; quimuzan; tibia,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC33,PW_WA,,Ch'olti',noun,quimuzan,kimusan,,water,"agua; fría, caliente, tibia, tibia",CCM,82,agua; ha; fria; sis; caliente; ticau; tibia; quimuzan; tibia,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC34,AN_AN,,Ch'olti',transitive verb,putztez,putztes,,to scare away,ahuyentar,CCM,82,auyentar; putztez,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN3381,AN_BI,KAUETYMON1280,Ch'olti',noun,puhui,puhwi,,night bird,pájaro nocturno,CCM,82,ave nocturna; puhui,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC35,LM_PN,,Ch'olti',noun,putz taquin,putz tak'in,,needle,aguja,CCM,82,abuja; putz taquin; putzbac; de hueso; putzte; de palo,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC36,LM_PN,,Ch'olti',noun,putzbac,putzb'ak,,needle from bone,aguja de hueso,CCM,82,abuja; putz taquin; putzbac; de hueso; putzte; de palo,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC37,LM_PN,,Ch'olti',noun,putzte,putzte',,needle from wood,aguja de palo,CCM,82,abuja; putz taquin; putzbac; de hueso; putzte; de palo,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC38,PA_MA,,Ch'olti',noun,petconob,petkonob',,mastic,almácigo,CCM,82,almasigo; petconob; petpacab,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC39,PA_MA,,Ch'olti',noun,petpacab,petpakab',,mastic,almácigo,CCM,82,almasigo; petconob; petpacab,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC40,DF_CR,,Ch'olti',noun,chuntal,chuntal,,seat,asiento,CCM,82,asiento; chuntal; tzuclib; tem,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC41,DF_CR,,Ch'olti',noun,tzuclib,tzuklib',,seat,asiento,CCM,82,asiento; chuntal; tzuclib; tem,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC42,DF_CR,,Ch'olti',noun,tem,tem,,seat,asiento,CCM,82,asiento; chuntal; tzuclib; tem,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC43,BP_FA,,Ch'olti',noun,yoch,yoch,,wrinkles,arugas,CCM,82,arugas; yoch,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC44,SP_GR,,Ch'olti',noun,yax,yax,,green/blue,"azul; color verde, fruta verde",CCM,82,asul; yax; color berde; fruta berde tambien,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC45,CA_FR,,Ch'olti',noun,zipit cab,sipit k'ab,,ring (for finger),anillo,CCM,82,anillo; zipit cab,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC46,PA_SH,,Ch'olti',noun,lap,lap,,whip,azote,CCM,82,asote; lap idem; tzuhum,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC47,PA_SH,,Ch'olti',noun,tzuhum,tzuhum,,whip,azote,CCM,82,asote; lap idem; tzuhum,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC48,SO_HA,,Ch'olti',(in)transitive verb,tzatzbu,tzatzb'u,,to help,ayudar,CCM,82,ayudar; tzatzbu; nohben,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC49,SO_HA,,Ch'olti',(in)transitive verb,nohben,nohb'en,,to help,ayudar,CCM,82,ayudar; tzatzbu; nohben,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC50,WH_BW,,Ch'olti',noun,vante,wante',,bow (for arrows),arco de flechas,CCM,82,arco de flechas; vante,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC51,AN_AN,,Ch'olti',adjective,tulan,tulan,,tame,apacible; manso,CCM,82,apasible; manso; tulan; putun,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC52,AN_AN,,Ch'olti',adjective,putun,putun,,tame,apacible; manso,CCM,82,apasible; manso; tulan; putun,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC53,LJ_JD,,Ch'olti',noun,ahnabte,ahnab'te',,peace officer,alguacil,CCM,82,alguacil; ahnabte,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC54,SP_BI,,Ch'olti',adjective,yaxçhaic,yaxchaik,,bitter,amargo,CCM,82,amargo; yaxçhaic l. chaic; zuutz idem,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC55,SP_BI,,Ch'olti',adjective,chaic,chaik,,bitter,amargo,CCM,82,amargo; yaxçhaic l. chaic; zuutz idem,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC56,SP_BI,,Ch'olti',adjective,zuutz,zuutz,,bitter,amargo,CCM,82,amargo; yaxçhaic l. chaic; zuutz idem,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN366,SO_MA,KAUETYMON116,Ch'olti',noun,yum,yum,,"master, owner, sir","amo, dueño, señor",CCM,82,amo; yum; l.dueño; señor,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC57,EM_LO,,Ch'olti',adjective,chohben,chohb'en,,to love,amar,CCM,82,amar; chohben,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
