id,semantic tag,etymon id,language,part of speech,word (source spelling),word (practical orthography),word (ipa),english definition,spanish definition,source,page number,full original entry,alternate forms,other,editors
KAUN4108,DF_BD,KAUETYMON1946,Ch'olti',noun,ab,ab',,hammock,hamaca,CCM,82,amaca; ab,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN3631,AN_AN,KAUETYMON1453,Ch'olti',intransitive verb,alac,alak,,domestic animal,animal doméstico,CCM,82,animal manso; alac; de todo genero,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC58,LM_EX,,Ch'olti',intransitive verb,tuchcael,tuchkael,,to clarify,"aclarar; decir, descubrir",CCM,82,aclarar; tuchcael; patzael; ala; desir; descubrir,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC59,LM_EX,,Ch'olti',intransitive verb,patzael,patzael,,to clarify,"aclarar; decir, descubrir",CCM,82,aclarar; tuchcael; patzael; ala; desir; descubrir,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC60,LM_EX,,Ch'olti',intransitive verb,ala,ala,,to clarify,"aclarar; decir, descubrir",CCM,82,aclarar; tuchcael; patzael; ala; desir; descubrir,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC61,AN_AN,,Ch'olti',intransitive verb,pascael,paskael,,to tame,amansar,CCM,82,amaneser; pascael nº; zacziel,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC62,AN_AN,,Ch'olti',intransitive verb,zacziel,saksiel,,to tame,amansar,CCM,82,amaneser; pascael nº; zacziel,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC63,PT_HA,,Ch'olti',intransitive verb,aya,aya,,to exist; to have,haber; tener,CCM,82,aber; tener tambien; aya l. ayan; chumul idem,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC64,PT_HA,,Ch'olti',intransitive verb,ayan,ayan,,to exist; to have,haber; tener,CCM,82,aber; tener tambien; aya l. ayan; chumul idem,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC65,PT_HA,,Ch'olti',intransitive verb,chumul,chumul,,to exist; to have,haber; tener,CCM,82,aber; tener tambien; aya l. ayan; chumul idem,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC66,RB_WO,,Ch'olti',intransitive verb,aulu,awlu,,to worship (w/ loud speech),adorar,CCM,82,adorar; aulu,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN1988,SR_HI,KAUETYMON857,Ch'olti',noun,ti chan,ti chan,,above; sky,arriba; cielo,CCM,82,arriba; ti chan; tambien el sielo; en alto,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC67,TI_NO,,Ch'olti',adverb,conel,konel,,now,ahora; de aquí aún poco,CCM,82,aora; conel l conahel; de aqui aun poco,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC68,TI_NO,,Ch'olti',adverb,conahel,konahel,,now,ahora; de aquí aún poco,CCM,82,aora; conel l conahel; de aqui aun poco,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC2260,MO_MO,,Ch'olti',adverb,cab,cab',,quickly,"aprisa; luego, corriendo, presto",CCM,82,aprisa; cab; luego; presto; corriendo; ahnel ta~bien,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC2261,MO_MO,,Ch'olti',adverb,ahnel ,ahnel,,quickly,"aprisa; luego, corriendo, presto",CCM,82,aprisa; cab; luego; presto; corriendo; ahnel ta~bien,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC69,PW_SK,,Ch'olti',noun,macmac ha,makmak ha',,rainbow,arco-iris,CCM,83,arco-iris; macmac ha,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC70,PW_LI,,Ch'olti',noun,amac ha ,amak ha',,rainbow; arc,arco-iris; y todo arco; solo,CCM,83,arco-iris; i todo arco; amac ha; iris; amac; solo; todo arco,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC71,PW_LI,,Ch'olti',noun,amac,amak,,rainbow; arc,arco-iris; y todo arco; solo,CCM,83,arco-iris; i todo arco; amac ha; iris; amac; solo; todo arco,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC72,AN_BE,,Ch'olti',noun,alchab,alchab',,bumblebee,avejas grandes,CCM,83,avejas grandes; alchab,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC73,EM_SA,,Ch'olti',intransitive verb,ayalnagel,ayalnajel,,to be sad; to grieve,afligirse,CCM,83,afligirse; ayalnagel; otro; ayatotnagel,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC74,EM_SA,,Ch'olti',intransitive verb,ayatotnagel,ayatotnajel,,to be sad; to grieve,afligirse,CCM,83,afligirse; ayalnagel; otro; ayatotnagel,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC75,PA_MA,,Ch'olti',transitive verb,baca,b'aka,,to wrap,atar como fajando,CCM,83,atar como fagando; baca,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC76,EM_HT,,Ch'olti',transitive verb,illi,ili,,to hate; to banish,aboreser; lugar de destierro,CCM,83,aboreser; illi; lugar de destierro tambien,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC77,EM_HT,,Ch'olti',transitive verb,illinbil,ilinb'il,,hated; banished,aboresido; desterrado,CCM,83,aboresido; illinbil; i tambien desterrado,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC78,PA_MA,,Ch'olti',(in)transitive verb,bota,b'ota,,to bet,apostar,CCM,83,apostar; bota,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC79,PA_MA,,Ch'olti',(in)transitive verb,banlez,b'anles,,to pile up,amontonar,CCM,83,amontonar; banlez; muchbi,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC80,PA_MA,,Ch'olti',(in)transitive verb,muchbi,muchb'i,,to pile up,amontonar,CCM,83,amontonar; banlez; muchbi,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN2130,PW_SM,KAUETYMON900,Ch'olti',noun,butzi,b'utzi,,smoke,humo,CCM,83,aumar; butzi; butztez,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN2130,PW_SM,KAUETYMON900,Ch'olti',noun,butztez,b'utztez,,smoke,humo,CCM,83,aumar; butzi; butztez,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC81,PA_MA,,Ch'olti',transitive verb,beche,b'eche,,to uproot,arrancar de raíz,CCM,83,arrancar de rrais; beche; paxa - ; apretando los labios,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC82,PA_MA,,Ch'olti',transitive verb,paxa,paxa,,to uproot,apretando los labios,CCM,83,arrancar de rrais; beche; paxa - ; apretando los labios,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC83,PA_TO,,Ch'olti',noun,çacotab,sacotab',,tightener,apretador,CCM,83,apretador; çacotab yamanic,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC84,PA_TO,,Ch'olti',noun,yamanic,yamanik,,tightener,apretador,CCM,83,apretador; çacotab yamanic,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC85,PA_MA,,Ch'olti',transitive verb,çatbu,satb'u,,to lay something across,atravesar,CCM,83,atrabesar; çatbu; çatchoqui,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC86,PA_MA,,Ch'olti',transitive verb,çatchoqui,satchoki,,to lay something across,atravesar,CCM,83,atrabesar; çatbu; çatchoqui,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC87,SR_PL,,Ch'olti',adverb,vaie,waye,,here,aquí,CCM,83,aqui; vaie l. vai,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC88,SR_PL,,Ch'olti',adverb,vai,wa'i,,here,aquí,CCM,83,aqui; vaie l. vai,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC89,MT_FI,,Ch'olti',nominalization,capael,k'apael,,to finish something,acabarse alguna cosa,CCM,83,acabarse alguna cosa; capael; vº nº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN4323,CA_CO,KAUETYMON2054,Ch'olti',noun,tinam,tinam,,cotton,algodón,CCM,83,algodon; tinam,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC90,RB_FA,,Ch'olti',noun,çapi,sapi,,fasting,ayuno; vedado árbol,CCM,83,ayuno; çapi; pocti; hitz; bedado arbol,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC91,RB_FA,,Ch'olti',noun,pocti,pokti',,fasting,ayuno; vedado árbol,CCM,83,ayuno; çapi; pocti; hitz; bedado arbol,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC92,RB_FA,,Ch'olti',noun,hitz,hitz,,fasting,ayuno; vedado árbol,CCM,83,ayuno; çapi; pocti; hitz; bedado arbol,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC93,PA_MA,,Ch'olti',transitive verb,çacopez,sakopes,,to light,alumbrar,CCM,83,alumbrar; çacopez,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC94,EM_JY,,Ch'olti',intransitive verb,zalauel,salawel,,to be happy; to rejoice,alegrarse,CCM,83,alegrarse; zalauel; chichalavel; neuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC95,EM_JY,,Ch'olti',intransitive verb,chichalavel,chichalawel,,to be happy; to rejoice,alegrarse,CCM,83,alegrarse; zalauel; chichalavel; neuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC96,PA_MA,,Ch'olti',transitive verb,çuçu,susu,,to shave,afeitar,CCM,83,afeitar; çuçu,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC97,SR_OP,,Ch'olti',transitive verb,patza,patza,,to open,abrir,CCM,83,abrir; patza; hebe; vº actiuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUV1081,SR_OP,KAUETYMON1532,Ch'olti',transitive verb,hebe,heb'e,,open,abrir,CCM,83,abrir; patza; hebe; vº actiuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC98,MK_HB,,Ch'olti',noun,baxan mi,b'axan mi' ,,adam,adan; primer padre,CCM,83,Adan; baxan mi; hoc est ;primer padre,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC99,PA_TO,,Ch'olti',noun,patal,patal,,carrying cage,angarillas,CCM,83,angarillas; patal ; chapalte,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC100,PA_TO,,Ch'olti',noun,chapalte,chapalte',,carrying cage,angarillas,CCM,83,angarillas; patal ; chapalte,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUV2328,EM_CA,KAUETYMON2736,Ch'olti',transitive verb,yalauel,yalawel,,torment,atormentar,CCM,83,atormentar; yalauel,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUMISC28727,SR_PL,KAUETYMON3077,Ch'olti',demonstrative,haine,ha'ine,,this,esto,CCM,83,aquel; haine; l. e; l. ne,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC101,SR_PL,,Ch'olti',demonstrative,e,e,,that,aquel,CCM,83,aquel; haine; l. e; l. ne,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUMISC28727,SR_PL,KAUETYMON3077,Ch'olti',demonstrative,ne,ne,,this,esto,CCM,83,aquel; haine; l. e; l. ne,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN5910,SO_FR,KAUETYMON3087,Ch'olti',noun,etoc,etok,,"friend, companion","amigo,compañero",CCM,83,amigo; compañero; etoc; tamol; pial,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC102,SO_FR,,Ch'olti',noun,tamol,tamol,,friend; companion,amigo; compañero,CCM,83,amigo; compañero; etoc; tamol; pial,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC103,SO_FR,,Ch'olti',noun,pial,pial,,friend; companion,amigo; compañero,CCM,83,amigo; compañero; etoc; tamol; pial,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC104,MO_FE,,Ch'olti',transitive verb,putzel,putzel,,to flee; to make someone flee,ahuyentar; aser huir,CCM,83,auyentar; aser huir; putzel neº; putztez activo,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC105,MO_FE,,Ch'olti',transitive verb,putztez,putztez,,to flee; to make someone flee,ahuyentar; aser huir,CCM,83,auyentar; aser huir; putzel neº; putztez activo,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC106,SR_QU,,Ch'olti',transitive verb,cunu,kunu,,to quiet something down,acallar; alagar,CCM,83,acallar; alagar; cunu,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC107,SO_CM,,Ch'olti',transitive verb,etoqui,etoki,,to accompany,acompañar,CCM,83,acompañar; etoqui; achoquin,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC108,SO_CM,,Ch'olti',transitive verb,achoquin,achokin,,to accompany,acompañar,CCM,83,acompañar; etoqui; achoquin,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC109,PA_SH,,Ch'olti',transitive verb,hatza,hatza,,to strike; to hit,aporrear; ahorcar,CCM,83,aporrear; aorcar; hatza vº actiuo; hatzpael vº neº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC110,PA_SH,,Ch'olti',transitive verb,hatzpael,hatzpael,,to strike; to hit,aporrear; ahorcar,CCM,83,aporrear; aorcar; hatza vº actiuo; hatzpael vº neº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC111,SP_HV,,Ch'olti',transitive verb,hailes,hayles,,to make something thin,adelgazar,CCM,83,adelgasar; hailes vº actiuo,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC112,AV_TR,,Ch'olti',noun,haatz,haatz,,tree,árbol; árbol vedado,CCM,83,arbol; haatz; haatz hitzinbil; izimbil; arbol bedado,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC113,AV_TR,,Ch'olti',noun,haatz hitzinbil,haatz hitzinb'il,,tree,árbol; árbol vedado,CCM,83,arbol; haatz; haatz hitzinbil; izimbil; arbol bedado,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC114,AV_TR,,Ch'olti',noun,izimbil,isimb'il,,tree,árbol; árbol vedado,CCM,83,arbol; haatz; haatz hitzinbil; izimbil; arbol bedado,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC115,SR_SE,,Ch'olti',transitive verb,hiqui,hiki,,to set something apart,apartar,CCM,83,apartar; hiqui,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC116,PA_MA,,Ch'olti',transitive verb,hotzo,hotzo,,to uproot something fixed,arrancar cosa hincada,CCM,84,arrancar cosa incada; hotzo,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUV1149,MO_MO,KAUETYMON1573,Ch'olti',transitive verb,hocpain,hokpain,,drag,arrastrar,CCM,84,arrastrar; hocpain; hiba,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC117,MO_MO,,Ch'olti',transitive verb,hiba,hib'a,,to drag,arrastrar,CCM,84,arrastrar; hocpain; hiba,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC118,PA_TO,,Ch'olti',noun,hohc hohc,hohk hohk,,hook,anzuelo,CCM,84,ansuelo; hohc hohc,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
